entity1,entity2
ASH1L,MORF4L1
DRAP1,GTF2B
CEP162,LRRFIP1
BAG6,FAF2
DNAJC1,RRM1
ALDOC,FBP2
EEF2,RPS17
MRPS22,RSBN1L
GAR1,RPS26
CYB5D2,FCGRT
G3BP1,NPM3
BRCA2,FANCI
ADAR,DHX9
BRD8,MYC
CTTN,DNM2
NDUFS2,UQCR10
FANCI,WDR48
EPC1,MEAF6
MED7,OPA1
ITGB1BP1,ITGB7
DDX10,ZKSCAN8
LUC7L3,MOV10
FASTKD2,MRPL33
AATF,NAT10
CTTN,LRRFIP1
DDX5,HNRNPH1
DR1,YEATS2
NACA,RPL8
DACT1,DVL2
CDK8,MED8
HP1BP3,NAT10
CSNK1D,PER1
NSUN2,RPL3L
API5,HNRNPK
FYTTD1,GAR1
CEBPZ,ZCCHC3
FZR1,RB1
EML3,EML4
GAR1,RIOX1
DDX47,WDR46
GRWD1,RPL3L
DDX50,MRPS22
DHX29,LYAR
HIPK2,MECP2
NDUFB10,NDUFS2
EIF2S1,RPS21
NDUFA13,NDUFAB1
DDX17,PPIH
CCNE1,CUL1
GLE1,RGPD8
NSUN2,SRP14
FYN,NCAM1
DNM2,PPP3CA
GRAP2,VAV1
DDX56,SPTY2D1
CDC7,DBF4
MRPL21,MRPL48
NOP16,SMARCA5
HP1BP3,RPS13
GRWD1,SRP14
DNM1L,PPP3CC
CDC20,MAGIX
ACACA,ACAT2
GRB2,HGS
EZH2,MYC
DDX20,GEMIN2
BSG,CAV1
NPLOC4,UBXN10
NKRF,RRP9
ASF1A,CABIN1
EIF2S1,XRCC5
GTF2H3,POLR2D
CCNT1,NELFCD
BRIX1,RPL7A
AQR,CDC40
DNTTIP2,EMG1
LYAR,NPM1
ELMO2,HSP90AA1
BRIX1,TUBB1
AQR,HNRNPA1
ATP5MC1,ATP6V0D1
CBX3,CENPV
BCAS2,THOC1
DHX15,SNRNP70
MRPL10,MRPS2
MYH9,USF1
BRIX1,ZNF189
NOP16,SKIV2L
CUL2,UBXN7
BUD23,DIMT1
GTF2E1,TAF6
IDH1,IDH3A
MRPL21,MRPS5
FGFR1,ITGB3
ARID4B,HDAC1
CDCA7L,MYC
GTF2H1,XPC
MATR3,SRSF12
ACTG1,LIMCH1
CDCA3,CTDSPL
MRPL38,MRPL48
LEO1,SUPT4H1
MCM10,MRC1
GATA2,SPI1
DDX47,REXO4
G3BP1,RRBP1
ATP6V1F,TCIRG1
CDC6,ISLR
ANKRD52,ZSWIM8
AGK,TIMM9
CRMP1,DNM1L
COMMD8,COMMD9
KIF13A,SNX29
NKRF,NOC3L
EEF2,RPS26
INTS7,INTS9
GLRX5,ISCA2
CHCHD3,MICOS13
DKC1,ZNF574
GUSB,TMEM132A
HGS,VPS28
BARD1,POLR2A
EMG1,SNU13
NUP93,ZFP91
DKC1,MRTO4
MRPL15,MRPL41
DRG1,FTSJ3
BCAS2,SRRT
COX20,UQCC1
ACTR3B,HCLS1
CASC3,MKRN1
MT-ND3,NDUFA3
AATF,DHX29
DNA2,NBN
DDX39B,SRSF1
APOE,TTR
CALM3,ITPR3
AQR,SF3B6
AATF,RPS7
MRPS22,MRPS34
LSM7,SNRPE
CUL7,MRPL20
GOT2,MDH2
NR4A2,SUMO3
DDX55,LYAR
DDX10,SURF6
FANCD2,FANCM
DIMT1,HNRNPC
MRPL38,MRPS5
LUC7L3,SNRPA1
APAF1,BCL2
FN1,TLN1
HNRNPU,RPL11
MRPL40,MRPS7
HSPA5,NUP93
APPBP2,BTBD1
BSG,SLC3A2
DDX56,RPL13A
MRPL15,MRPS11
CALM3,PPP3CC
CDC6,ORC2
DST,NEXN
GDF15,RET
CRCP,POLR2F
CHEK2,GALE
DIMT1,RPL9P7
CFAP20,LUC7L3
MRPS7,RPS7
ACTB,SMARCD2
AP2A1,AP3D1
DIMT1,NOC4L
LYAR,NOC4L
GTF2H3,POLR2F
CALM3,UNC13B
DHX15,EFTUD2
ITGB1,LAMC2
CASC3,EIF4A3
DDX27,DHX29
ELP4,PIPOX
EMG1,RPP25L
DDX47,RPS2
GADD45GIP1,MRPL1
FYN,RAC2
CDC37,FKBP5
EIF3CL,JOSD1
MRPL22,MRPS18A
IDI1,SQLE
EIF2S1,EIF2S2
DNM1L,NUFIP1
FCGR2A,FYN
CDKN1B,TP53
HSP90AA1,NSUN2
EXO1,KAT5
GSTA1,NFE2L2
ESR1,MECP2
ARHGEF2,CGN
AUNIP,AURKA
NUP93,WTAP
DST,SORBS2
GTPBP3,TRMU
CALM3,PRKACB
BCAS2,SNRPG
MED11,MED30
CLTC,HLA-DPA1
CSNK2A2,SSRP1
C8orf33,DKC1
NACA,RPS3A
LRRC41,RBX1
CTBP1,TCF7
DDX1,HNRNPU
CUL3,KLHL21
CREBBP,FOXO1
FAM162A,HIF1A
INTS7,SAC3D1
CDKN1B,MNAT1
CDC5L,LUC7L3
ALDOA,ALDOB
ABT1,KRR1
G3BP2,TWIST1
FOXO4,SGK1
CHCHD1,MRPS18B
HNRNPU,RPSA
ANXA1,PRKCB
BBS12,CCT5
NACA2,NSUN2
COMMD8,VPS29
AQR,RBM22
ADAM15,EXT2
ARF5,SERPINB6
MFAP1,SF3B4
DNAAF2,LSAMP
MRPL9,MRPS25
BCAS2,CDK12
BRIX1,RPL26
DLD,FH
LACTB,MRPL22
HOXC9,MKNK2
CENPL,CENPP
EIF2S1,MYH7B
NDUFA3,NDUFAF1
ATP5MC1,MT-ATP6
MED17,POLR2K
NSUN2,USP10
HNRNPC,MBD3
LARP7,NOL6
ABCD1,ABCD3
BCL2L11,FOXO1
CDC20,UBE2S
CEBPZ,GLYR1
CDK1,EEF1D
DUS3L,PDLIM5
GRWD1,USP10
AP2B1,EPS15
HNRNPU,SCYL2
A2ML1,L2HGDH
MLST8,RB1CC1
CDKN1B,UBB
MED27,MED31
ELP5,PIPOX
DHX15,PABPC1
ABCB10,RYK
DDX47,GNL3
MCM2,PRPF19
HPCA,NUFIP1
GAR1,WDR36
AATF,STAU1
CSNK1A1,CTPS2
NDUFA6,UQCR10
LUC7L3,PRPF3
EMC4,EMC9
HP1BP3,STAU1
COPS3,COPS8
NSUN2,RPL26L1
EIF3D,JOSD1
LTA4H,LTC4S
ATP6V0D1,LAMTOR5
GTF2H4,TAF7
FYN,NPHS2
CNR1,GNA13
DDX24,HP1BP3
CCNB2,MELK
CIRBP,LUC7L3
AATF,LYAR
MAP3K7,NFKB1
ESR1,MED17
DUSP1,PTEN
BYSL,GRWD1
GTF2H1,POLR2E
MED16,MED31
GFM1,MRPS7
ADHFE1,GCLM
HDAC1,MBD2
MRPL2,MRPL49
FGF9,FGFR4
GOLT1B,STOML2
HNRNPK,PPIE
FGFR1,PLCG1
APC,AXIN1
EIF2S1,RPL18
LRRFIP1,MYO1E
BRIX1,RPS9
CENPC,DDB1
DDX5,HNRNPK
CUL2,SOCS1
MRPL49,MRPL9
DNAJC7,HIKESHI
AQR,DDX5
APC2,AXIN1
COX20,UQCC2
NOP14,RRP12
LYAR,YTHDF3
BCCIP,G3BP1
CLDN7,F11R
DIDO1,H3-4
NDUFA3,UQCRQ
IPP,LANCL1
MRPL22,RPL31
CEP164,TTBK2
ICAM1,ICAM3
CDK13,TTC9C
HYAL2,LMLN
DDX56,RSL24D1
DDX27,LYAR
DHX35,TFIP11
DHX15,PLRG1
DDX31,DRG1
AQR,NCBP1
DHX15,NOP56
NDUFS2,UQCRFS1
IGF2BP3,LYAR
C8orf33,IMP4
NDUFB5,UQCRC1
BCAS2,RBM8A
BORA,PLK1
ATP6V1F,ATP6V1G2
MRPS14,MRPS2
CCDC137,UTP18
CENPF,MKI67
FASTKD2,RCC1L
ARID4A,ARID4B
MRPL22,MRPL48
BRIX1,NSUN6
KRI1,NOC4L
DIMT1,UTP4
LARP7,ZNF770
HDAC7,MEF2A
MATR3,PRPF4B
CCT4,UBA3
CTCF,DKC1
HNRNPM,SF3A1
CLN3,MFSD8
GNAI2,SRC
NPLOC4,VCPIP1
MBD3,ZBTB2
CALM3,RYR2
NSUN2,RPL7A
CDKN1C,MAPK14
CEBPZ,TSR1
G3BP2,RPS14
DIAPH1,MAP2K1
KLC2,KLC4
BMS1,MRPS22
EIF6,NMD3
ERAL1,NOA1
GRWD1,RPL7A
DNM1L,MIEF1
CUL1,HEY1
DDX47,WDR12
MBD3,SMARCC2
MRPL45,MRPL49
MED17,TRRAP
HNRNPA1,HNRNPH3
CD151,LAMA3
C17orf75,FAM91A1
DNM1L,EPB41L1
DRG1,TOE1
KAT7,MEAF6
DLK1,FN1
CHERP,DHX15
LYAR,PRDM15
AAAS,NUP205
HNRNPM,TCERG1
ARL6IP1,RABAC1
MRPL22,MRPS5
CSDE1,STRAP
NFKB1,PPARGC1A
MYO5A,NEXN
BICD1,DYNC1I1
KANSL1,OGT
EIF2AK1,EIF2S1
ANKRD52,SPATA20
DDX10,ZNF574
NUF2,ZWINT
MRPL20,MRPL49
MRPL45,MRPL48
DRG1,NIFK
CUL1,FBXL15
CYFIP1,SYN2
AQR,BUD31
GTPBP6,MRPL32
BRD4,MYC
NELFB,NELFCD
KRI1,LLPH
DHX16,SYF2
BRIX1,NIP7
CYC1,NDUFA10
AADAT,KYAT3
ARNT,MYC
DKC1,LYAR
MATR3,RBM14
ODF2L,SCLT1
BAX,BCL2
ACOT12,ACSS1
DHX16,RBM25
BRD8,EPC1
CDC27,GNPTAB
CEBPZ,RIOX2
DLG2,FYN
MXD1,SIN3A
IGF2R,VPS52
DHX29,DHX57
ACTB,RAC1
NDUFA10,NDUFB4
NIFK,NVL
DIP2A,WDR6
CHEK1,RAD17
MYH9,SPTAN1
NKRF,RBMX2
CERK,CERS5
CDK6,MYC
HEATR5B,SYNRG
EIF2B1,EIF2S3
DHX16,SLU7
CCNL2,CDKN1B
AURKAIP1,MRPS10
DNM1L,PRKAR2A
MT-ND3,NDUFB5
MRPL45,MRPS5
DDX10,NAT10
MFAP1,SRRM2
AAK1,EPS15
MRPL10,MRPL52
AXIN2,DVL3
BTK,VAV3
MT-ND3,NDUFA8
AAR2,ECD
ISYNA1,PGD
CTNNB1,MAGI1
AXIN1,PPM1A
DKC1,NOLC1
C8orf33,SRP68
NKRF,RPS17
LAMP2,RNASE1
DDX24,PPAN
APPBP2,CUL4B
FYN,MED28
ARRDC1,GLMN
LARP4B,WIPI1
MT-ND4L,NDUFA10
DHX15,SPEN
HSPA4,MCRS1
FN1,SRC
GLG1,RELB
G3BP2,RPL30
NUP37,NUP54
MRPL28,MRPS14
MRPL22,RPL11
CEBPZ,IGF2BP3
DDX10,RPS13
KIF18B,PDE4DIP
ABL1,ATR
MRPS22,RPL13A
ACTB,ANK1
GSTP1,PRDX6
BAG6,SGTA
LARP7,RSL1D1
BRIX1,NGDN
EMC4,VPS28
BTRC,CTBP1
CNOT6L,TOB1
AATF,BYSL
ARHGDIA,RHOA
CRNKL1,DDX5
INTS10,INTS3
AQR,SF3B2
CTBP2,ZEB2
MFGE8,ZP3
ERCC6,LEO1
KRI1,YTHDF3
ACTB,SMARCD1
NDUFS2,SDHA
CYB5B,GSTK1
EIF2S1,RPL27
NMD3,RPL31
ACVR1B,PTPRS
CDK12,DDX17
DCAF13,UTP4
GAD1,MECP2
EEF2,RPL4
MRPS34,NOA1
NSUN2,RPL26
AASDH,NDUFAB1
DDX5,HNRNPA1
DDX24,SPOUT1
NACA,RPL13A
NDUFA5,NDUFB7
C12orf43,NKRF
BCAS2,RAB43
CCNC,MED29
KLC1,KTN1
KDM4A,RNF8
LYAR,ZBTB24
EMG1,NOL10
HPS1,SALL2
AGRN,FN1
G3BP1,SRPK1
DDX39B,DHX9
AQR,XAB2
EIF2S3,EIF3A
CUL4B,DCAF13
DHX35,SNW1
NAA35,TSR3
CABIN1,HIRA
DHX16,PRPF6
HNRNPDL,UBAP2L
ARHGEF2,CAPZA1
MED10,POLR2L
LIN28B,NOP16
MAP2K7,MAPK10
GTF2F2,GTF2H1
DGCR8,HNRNPDL
ACTB,TOP2B
CLCN3,SLC9A6
ACTL6A,CHAF1A
MPHOSPH10,NIFK
DYNLL1,KIF21A
NXF1,NXT1
CCT5,PFDN2
ANXA6,CAV3
GOLGA2,TNK1
ARHGEF11,RHOA
MATR3,ZC3H14
FRYL,LMAN2L
NDUFB9,NDUFS6
BRIP1,DNA2
CUL3,DAXX
MT-ND3,NDUFA11
DDX18,DDX24
CAPRIN1,NUDT21
DVL3,NKD2
GLUD2,IDH1
MRPL34,TRUB2
CCNC,MED12L
DDX5,GATA3
MRPL52,MTERF3
DDX47,RPS6
ACIN1,CASC3
HSPA8,LAMP2
DDX5,SF3B6
DST,PPP1R9B
NKRF,RPS26
FOXO4,TSC22D3
G3BP2,RPS8
COX5A,HMGN5
ARHGEF11,PAK5
AIMP1,LARS1
KRI1,PRDM15
FN1,TGFB1
FMR1,FXR2
CDC73,DHX15
CDKN1A,CUL1
ELMO2,IGHG3
MED10,MED14
NDUFA6,UQCRFS1
DKC1,ESF1
GADD45A,HNRNPU
DEPDC5,SZT2
MRPS18A,MRPS33
DHX35,DHX8
GTF2E1,TAF12
CSNK1D,SEC24C
ABCF2,HNRNPU
HMGB2,PLEKHG3
NSUN2,RPS9
LARP7,ZNF771
MCM10,RPA2
CENPJ,FLAD1
CCNT1,NCBP1
NDUFA5,NDUFS4
MADD,RAB27A
BRIX1,MRTO4
MRPL28,MRPL47
KIF23,RING1
GRWD1,RPS9
CCNA2,MYC
AQR,RALY
NNT,PCCA
ARRB2,MAPK10
HNRNPU,NOL6
LAMTOR3,PRKAA1
BMS1,KRI1
DDX24,PWP1
ACTL6A,BICRA
LDHC,ME2
ARRB2,DTX1
DHCR7,NSDHL
NKRF,UTP3
HNRNPU,TUBB
AP2S1,CALCOCO1
EIF2S1,RPS27A
KIF4A,PRC1
CDK2,CUL1
DHX29,ZKSCAN8
GSN,MYL6
GNAI1,GNAI2
ARIH1,CUL1
DDX17,U2AF1
CUL7,RPS8
CBX5,SUV39H1
FOXRED2,HYAL2
MLST8,RICTOR
ABI2,BRK1
GSTO2,ISYNA1
CALCOCO1,RALBP1
BRIX1,EEF2
DDX20,DHX9
FZR1,SKP1
NKRF,NOC2L
COBL,LIMA1
CTU2,URM1
CLEC6A,FYN
AXIN1,TCHP
ATR,DBF4
MFAP1,USP39
GLG1,RPL6
MLST8,RPS6KB1
GTF2A1,GTF2H3
MICU2,SMDT1
NIFK,ZCRB1
DNAAF2,DNAI1
AATF,UTP18
MED17,MED19
DDX5,RBM22
ERCC3,KLF10
EARS2,MARS1
MRPL21,MRPS18B
CHRAC1,POLE4
MT-ND4,NDUFS6
ARPC2,WAS
HP1BP3,UTP18
MRPL15,MRPL34
GPN1,POLR2D
NMD3,RPL11
AP2S1,BMP2K
FOCAD,NIFK
CCDC137,SURF6
GTF2H3,TAF1
ARHGEF6,GIT2
MRM3,MRPL49
MCM10,RECQL4
HNRNPK,TFIP11
DSG2,LIMA1
HDAC6,LAMP2
CCT2,PDCL3
CCP110,CEP104
CEP162,LIMA1
EPOP,PHF1
IGF2BP2,MRPS25
FANCM,TELO2
AP1G1,ARF1
IMP4,LYAR
ATXN3,JOSD1
DVL2,SMURF1
DAPK1,DEPDC1B
CCNDBP1,MCRIP2
DDX10,STAU1
FNTA,FNTB
BCAS2,TCF4
ARFRP1,ARL1
AQR,SMU1
CLTA,DNAL4
APC,DVL2
FYN,PAG1
CTTN,LIMA1
FGFR1,HRAS
DDX50,HP1BP3
DVL2,PRICKLE1
BRD8,KAT5
ITGB1,JAM3
CD80,FYN
MRPS31,MRPS5
MRPL38,MRPS18B
EPB41,MPP1
FN1,NID1
DHX57,DRG1
GADD45GIP1,MRPL42
KAT8,LAS1L
GAR1,SRP72
GALNS,HYAL2
FN1,PLG
MED14,MED31
BHLHE40,BHLHE41
GADD45GIP1,MRM3
ITPR3,PRKACB
MRPL48,MRPS27
BDKRB2,GNAI3
CCT2,TXNDC9
DYRK2,SIAH2
KRI1,ZBTB24
CDK8,ERCC3
DHX16,MOV10
KRR1,NKRF
MRPL13,MRPL28
DBN1,LRRFIP1
C8orf33,CCDC59
HSPA8,KIF23
NUP107,NUP43
LYAR,RTCB
ATXN7,ATXN7L2
DDX24,MAK16
DRG2,RWDD1
EBNA1BP2,HNRNPU
NPL,PEG10
ITGB1,TNS4
LIMA1,MAPK1
ACTN1,MICALL2
FGF2,FN1
DHX29,SURF6
CCDC22,CUL2
ABT1,RPF2
MT-ND5,NDUFA6
MRPL44,MRPS21
BRIX1,DHX29
DVL2,LRP6
ICAM3,ITGAL
HP1BP3,RBM28
MRPS2,MRPS21
KAT6A,KAT7
FOS,NCOA3
BRIX1,RPS7
GPN1,POLR2F
FKBP5,PHLPP1
CUL1,CUL2
NIP7,NKRF
AQR,MFAP1
CCNT1,EAF1
KAT5,MSL3
KIF4A,SPATA6L
LIG1,RPA1
CENPC,DSN1
GNAI3,NPFFR2
LARP7,RRP8
ALDOC,TKT
MRPL17,MRPS7
HNRNPA1,HNRNPDL
FYN,VAV3
DGCR8,HNRNPM
MLST8,PRKAA2
LYAR,TUBA1A
IKBKG,NCOA3
BST2,CAPZA2
DERL2,STT3A
BCAS2,CWF19L2
CADM2,NUFIP1
EIF2S1,IFRD2
NECTIN2,PVRIG
EIF1AX,G3BP2
DHX16,NXN
BUB3,MAD2L1
MRPL49,MRPL50
DDX5,NCBP1
ADAR,HNRNPA0
HP1BP3,PUM3
C8orf33,RSBN1
MBD2,MTA3
NOP16,NOP2
E2F3,SP1
GTF2A1,MNAT1
FRAT2,NIN
HDAC1,KIF4A
BCAS2,GPATCH1
GAR1,RRP9
NUP153,TNPO1
GOLGA2,SCFD1
EEF2,MEPCE
DHX15,RBM39
DBF4,MCM6
DDX17,SRSF7
DHFR2,HYAL2
CDAN1,UBN1
ACTL6A,BANF1
DHX15,PPIL1
HMG20B,SNRPB
BIRC5,CCNB2
ANAPC13,ANAPC7
CBX5,H3C13
KAT2A,TAF9
ABT1,GZF1
FABP3,HINT1
ACTR3B,ARPC5
CD151,REC114
COX15,CYC1
MRPS18B,MRPS26
OFD1,PIBF1
CUL2,PRAME
GNAI2,GPSM1
ANAPC4,NEK2
ACTB,SCN5A
GTF2H3,MED21
MRPL54,MRPS7
CTTN,KCNA2
GAR1,NOC3L
ATP5MC1,ATP5PD
MRPL1,MRPL28
ACTG1,IQGAP1
CREBBP,NCOA3
IGF2R,PLAUR
MRPS5,RPL5
COPS8,CUL4B
ABT1,IMP3
CCNB1,CDKN1B
NUP214,NUP54
DHX16,SNRPA1
BORA,BTRC
CEBPZ,PURA
CTR9,IWS1
CDKN1C,HLX
ERG,WNT3A
DHX15,ILF3
CHCHD1,MRPS6
DMAP1,MYC
ATP6V0A1,CCDC115
GSE1,HMG20B
AP2B1,LDLRAP1
GTF2H4,TAF11
MEF2B,MEF2D
LYAR,RBM34
DNM1L,KIF5C
CNTRL,ODF2
HOXB13,MEIS1
NDUFA10,NDUFS5
AHCTF1,NUP155
AATF,ZKSCAN8
AGRN,ZFP41
MRPL37,MRPS28
DDX24,PABPC4
ARFIP2,ARL1
HNRNPU,RSL1D1
MRPL21,MTG1
EGLN2,EPAS1
CEBPZ,SERBP1
MYC,ST3GAL3
CAPRIN1,PTBP1
DCTN2,GALNT2
LARP7,NSA2
ITLN1,NACC1
LIN54,MYBL1
AGPAT1,CDS2
MYL12A,WIPF1
MAP3K8,NFKB1
LYAR,RRP12
GGPS1,IDI1
MAP2K4,MAP2K7
C8orf33,RRP9
DDX47,YTHDC2
CUL7,RPL37A
CCDC137,RPS24
CDK2,LIG1
HNRNPU,SNRNP200
DDX39B,SF3A3
DHX15,SNU13
CFAP20,DDX39B
DCP1A,TNRC6A
CEBPZ,XRN2
DDX24,MRPS22
CENPP,CENPS
DDX47,RPS27
CUL7,RPS19
LYAR,RPL31
CPSF1,CSTF2
CSNK1A1,SEC23A
LRRFIP1,PPP1R12A
BRIX1,LYAR
KPNA4,NRDC
DRG1,LLPH
MRPL28,MRPL44
NDUFA10,NDUFB1
ACTR2,ARPC2
BRIP1,FANCD2
BCAS2,PRKDC
C8orf33,NOC3L
GSN,TPM4
INTS3,TNPO3
KRI1,RTCB
INTS3,ZNF592
BCAS2,ILF2
ANKRD27,CHM
MRPL28,MRPS17
ABT1,UTP6
BTK,GRAP2
AFAP1,NEXN
CLTC,DOCK7
CCT3,CCT7
NOP16,ZBTB11
MRPL53,MRPS25
CCNK,NELFB
MFAP1,SNRPB2
EIF2S1,IGF2BP1
DDX24,ZC3H8
LSM7,PRPF38A
CEBPZ,ZNF622
MRPL30,MRPL52
EEF1B2,EEF2
ARHGAP21,HMGB2
GNAI3,S1PR3
GRWD1,NAT10
CFL2,FABP5
CORO2A,KDM4A
C8orf33,NKRF
APBA2,APP
BRIX1,NOLC1
DCAF13,UTP14C
CDC5L,DDX39B
NDUFAB1,NDUFB2
HMGB2,WDR1
DNM2,HLA-DQA1
MED30,MED9
NKRF,RPS5
MRPS18B,MRPS25
INTS14,INTS3
KIF20A,RAB6A
MRPL22,MRPS18B
FN1,GRB2
CHP1,FADS2
ASB9,CUL5
MT-ND4L,NDUFAB1
NOP16,TTF1
DHX35,HNRNPU
AGRN,HSPG2
DHX15,ZCRB1
JAZF1,MORF4L2
DHX16,PRPF3
ANAPC7,PENK
MYC,YEATS4
DDX5,XAB2
ANAPC16,CDC20
GNA13,P2RY10
DSG2,JUP
LYAR,TOE1
CDK9,MYC
IRF9,STAT4
LAMTOR3,LAMTOR5
BARD1,CSTF1
AP1M1,DNM2
EMG1,RCL1
FUT10,SEL1L3
AATF,SURF6
EIF2S1,G3BP2
MT-ND5,NDUFA5
LRRFIP1,SPTBN1
CAPZA1,HNRNPLL
MRPL48,MRPL54
CSNK1A1,SLC18A2
ABL2,CLASP2
FLNC,TLN1
BCAT2,BCKDHB
NIFK,SPTY2D1
DOCK7,LRCH2
G3BP1,RPS17
CWF19L2,GPATCH1
BDNF,MECP2
LUC7L3,SYF2
LAMTOR1,SLC38A9
CDK7,CDKN1B
FGL1,LSG1
ARPC4,HMGB2
ATP5PF,NDUFA6
NCOA5,RBMX
CWC22,DDX5
FN1,ITGA2
BRAP,CUL2
LUC7L3,RBM25
LMNA,NMI
DKC1,ZKSCAN8
COMMD10,COMMD9
GLYR1,HP1BP3
CTTN,TMOD1
DHX33,HNRNPU
COMMD9,VPS29
DRG1,YTHDF3
DHX29,ZNF574
NFKB1,POLR2H
LYAR,ZC3H10
CCDC137,RPS13
DDX47,RPLP0
DHX16,SRSF3
NDUFA8,NDUFV2
LMO7,MYH9
CAPN2,CAST
CMTR1,RNASEH2A
CIRBP,DDX39B
AGO1,H3C12
LUC7L3,SLU7
AMPH,DNM1L
CALCOCO2,MAP1LC3C
EFNB1,FYN
MECP2,RCOR1
ATP5F1A,ATP5PF
ARPC2,RPAP1
NACA,RPL39
KTN1,RAC1
CENPC,HJURP
NDUFA8,SDHB
MFAP1,SF3A2
CEBPZ,SDAD1
BRIX1,SRP14
CSNK1D,GOLGA2
GSN,SVIL
GIT2,PAK2
NUP54,NUP58
NSUN2,RPS7
CENPC,RNF2
MRPS5,MRPS6
DDX5,RALY
ASPM,CDC20
ASPM,BUB1
EIF3L,SUPT16H
AQR,SRSF1
CSNK1A1,SNCA
DNAJC8,MFAP1
HP1BP3,RPL15
KRI1,RBM34
EEF1D,MKKS
MEF2A,NR2F2
GRWD1,RPS7
JUP,YOD1
AKAP8L,RNF43
BCAS2,MCM2
MRPL9,MRPS21
ABT1,DDX10
NOP16,ZSCAN25
ARF4,LDHC
HNRNPU,RPL5
DHX29,NAT10
FURIN,GAS6
LYAR,RPL11
GNA13,PLXNB1
CWC27,DDX5
CCT5,CCT6A
EIF2S1,RPL18A
MRPL27,MRPL28
CDC6,WDR18
LAMTOR1,RPTOR
ACTG1,ARID1B
GNA13,LPAR5
ATXN7,CACNA1A
G3BP2,RPS11
BRIX1,ESF1
HNRNPM,SCYL2
KRI1,RRP12
DDX47,GNL2
HTT,MECP2
ACTR10,DCTN4
BCAS2,SF3A2
DRG1,PRDM15
MCM2,MCM3
ATP6V0D1,ATP6V1F
N4BP2,WDR5
CTDP1,POLR2K
CDK8,SNW1
G3BP1,LMNB1
GNAI3,GNG5
AVEN,GAR1
MEF2D,MYH7
NOL11,WDR3
DHX29,RPS13
ARL6IP1,RPL24
BCAS2,DDX17
LDLR,ZFP41
DDX10,UTP18
LEO1,SUPT5H
DUSP1,MAPK13
BCAS2,NTPCR
CHM,DENND4B
DDX47,YBX1
DDX56,PURA
NDUFA6,NDUFB1
G3BP1,RPS26
CDC25A,CSNK1A1
CDC20,KCTD20
CCDC137,FARS2
DDX56,RRP15
CMTM3,CMTM4
KIF5C,KLC2
MRPL52,MRPS9
DYRK1A,RCAN1
DDX18,NOP16
ARHGEF12,CD44
DVL3,FZD4
KAT2A,MED13
CTCF,NKRF
ACTB,HSPA8
NR4A2,RXRB
ATP5ME,ATP5MG
AXIN1,LAMTOR5
LUC7L3,PRPF6
BARD1,UIMC1
ACTB,TPRN
CSNK1D,SEC24D
KRI1,LIN28B
ADAM9,MMP14
ATP8B2,TMEM30A
DNM1L,MAP2
HNRNPM,RPL3
DDX39B,ZC3H11A
FOXJ3,MEF2C
GADD45GIP1,MRPL16
LLGL1,WWC1
DKC1,SURF6
CUX1,PIK3IP1
DHX15,EHD2
MRPL19,MRPS28
FYN,SH2D1A
CUL7,RPS11
MRPS16,MRPS28
ANXA2,ANXA6
LSM7,PPIE
MRPS22,NVL
NDUFA8,UQCR11
EPB41L3,ERG
M6PR,VAMP3
DDX5,SMU1
FLNC,SGCD
GTF2H1,GTF2H2
MRPS17,MRPS28
COL3A1,COLGALT2
MRPL28,MRPL49
MBD3,ZNF521
CUL7,RPL21
GTF2E1,SPOCK1
MRPL42,MRPS2
EIF3K,RPS27A
DNAJC7,HSPA1A
ANXA1,TRIM72
DDX24,UTP14A
BBS12,CCT3
DDX24,KRI1
DNM1L,L1CAM
BTK,IBTK
MYC,ST3GAL4
CDC45,MCM7
AKT3,FOXO1
CYFIP1,NCKAP1
MKI67,RPS28
NUFIP1,PDE2A
COPS8,SKP2
NFKB1,SPAG9
NOP16,RPL17
JUP,VCL
CENPK,WDR11
EPS15,NUMB
ACVR1B,NODAL
BGLAP,CTSS
GOLT1B,NDUFA2
MT-ND4,NDUFS2
GRAP2,HLA-DQA2
KRI1,TOE1
DHX15,PINX1
LYAR,SCYL2
ANAPC5,FZR1
NSUN2,SSB
ACTB,BRD7
AIMP1,DARS1
HNRNPU,TRMT1L
CAPZB,PATJ
ATP5F1B,ATP5F1C
DCP1A,XRN1
GOT1,GOT2
MRPL3,MRPL48
CWC15,DHX35
C1QBP,NMI
ABI3,CYFIP1
GRWD1,SSB
MBD2,USP15
CD3D,CSK
HGS,STAM2
MYC,TFAP2C
DDX47,EMG1
BNIP1,STX18
ALKBH1,ALKBH4
ACTL6A,EPC2
MRPL24,MRPS25
GADD45GIP1,NGRN
EIF4A3,HNRNPU
CCNB2,CCND1
DHX16,PPWD1
NSUN2,RPL32
DDX5,MFAP1
DLG1,LLGL1
KIF4A,KIF4B
MRPL52,MRPL9
AATF,RPS24
G3BP2,NMNAT1
GRWD1,RPL32
KRI1,ZC3H10
DDX10,PUM3
MRPS21,MRPS22
ANKRD52,ARHGEF2
HP1BP3,RPS24
EEF2,RPL9
AGRN,APP
NFKB1,TLR2
MRPL3,MRPS5
DIMT1,RPL3
NDUFS2,UQCRC1
DPYSL3,DYRK2
MYC,SMAD3
ARHGEF2,DOCK7
KAT5,MDC1
CDKN1B,LYN
FOXO1,MAPK3
MYH9,SIKE1
COPS8,DDA1
NOP14,RSL1D1
CFL2,TIA1
CTTN,PAK2
NKRF,RPF1
