entity1,entity2
MRPL24,RPL37A
MRPS18A,MRPS7
BYSL,RIOK2
CASP8,IFIH1
LZTR1,NUDT12
CKB,LMNB1
MRPS18C,PTCD3
MRPL40,MRPS15
MTREX,SF3B1
HNF4A,PRKAA2
MRPL19,MRPL24
AKT2,FOXO3
CCS,RGN
IGF2BP3,ZNF512
BOLA1,BOLA3
EXOSC7,MTREX
NAP1L1,SRP14
DDB1,MTOR
MYO19,RAI14
HSPD1,SMNDC1
BUD13,PURA
DHCR24,DHCR7
MRPL19,MRPL27
MRPL27,MRPS10
AQR,IGF2BP3
ARL13B,CFTR
ICAM5,ITGAL
APH1B,NCSTN
MRPL44,MRPS11
MRPL11,MRPS21
CHUK,RNF135
DBNL,MAP4K1
MRPS11,RPL19
CDC42,DOCK8
ERLEC1,FAF2
BTBD1,COPS3
BAIAP2,EPS8
MTHFD1,NAP1L4
GTF3C1,GTF3C2
MRPL1,MRPS24
GZF1,ZNF574
MFAP3,TP53RK
HDAC3,RXRB
LIN7B,MPP7
CENPM,ZFP91
CALR,RPL3L
HK1,SPATC1L
KNOP1,YTHDF3
IRAK1,SQSTM1
FUBP3,RBM38
NOL6,RPL36A
DDX31,NSD2
JAK2,PRL
BUD13,SERBP1
DMRT1,SRY
COX5B,COX7A2L
BCAT1,BCKDHA
MRPL13,MRPL21
LARP1B,SPOUT1
AKT1,HK1
EXO1,RPA3
HAUS3,HAUS4
ATOX1,PDZD11
ANAPC1,CDC20
CALR,SRP14
ARHGAP5,RHOA
ATP2A3,THEM6
FZD3,GNB3
ATG4C,GABARAPL1
BOD1,BOD1L1
BUD13,XRN2
MRPS11,RPS5
DAXX,HIPK1
CCDC124,CCDC59
MEF2A,MYF6
CHST10,EGFR
ACTB,ARID2
CENPF,NEK2
CHM,RAB3A
ATF2,RPS6KA5
DHRS11,HSD17B2
CCNH,GTF2E2
NUP43,NUP93
EMC10,EMC9
BCOR,PHC1
NOLC1,RPL39
NUP43,RANBP2
MTA2,WDR5
GYPA,SLC4A1
CEBPA,ONECUT1
HNRNPA2B1,ZCCHC8
ESR1,FOS
EFNB2,GIT1
GZF1,NAT10
JAK2,LEPR
CCNL2,DYRK1A
NSD2,TSR1
IGF2BP3,RPL26L1
NOL6,UBA52
MTOR,PRKAB2
DDX39B,NCBP1
AKT1S1,EIF4EBP1
CBL,UBE2M
FAU,PRAMEF4
MAP3K6,TNFSF13B
EP300,ESR2
CUL4A,RPA3
KAT2B,TADA2B
CCDC138,KIAA1328
BIRC5,CCNB1
IPO7,SREK1
EFNB2,NCK2
CRBN,RBX1
MRPL37,MRPS9
IGF2BP3,MRPS26
LRRC8D,LRRC8E
AZI2,CDC37
CIRBP,PPIL2
CCDC124,EEF1B2
MRPL53,MRPL58
LY96,MYD88
CASP9,CYCS
KNOP1,PRDM15
NEIL1,NEIL2
IGF2,IGF2BP3
CHCHD1,MRPS18A
NOLC1,RIOX2
CIRBP,SRSF9
ACVR2B,INHBB
NOL12,ZCRB1
NOLC1,ZFP62
AKAP11,CDK5RAP2
ACAA2,HMGCL
BUD13,ZNF622
GADD45GIP1,MRPL13
BAIAP2L1,PSMD14
MRPL24,YARS2
CENPE,KIF23
CBFA2T3,RUNX1
NOL6,PAK1IP1
BCL2L1,MAPK9
BYSL,MTREX
HDAC1,RBL2
EZH2,HDAC2
B3GALNT2,POMGNT2
C8orf33,KNOP1
CCDC124,RSBN1
BICD2,RAB6A
ALDOA,ENO3
ACO2,FGR
CALML4,MARCKSL1
LLGL2,PARD3
HSP90AA1,MPG
ANK1,NFASC
ESR1,MTA1
IFT172,IFT46
DNMT3B,HDAC2
C20orf27,PPP1R9A
KRR1,MOV10
NAP1L4,RPL26
HIPK2,TP53
GAPDH,LDHA
CDK1,CDKN1B
G3BP1,NACA2
MRPL4,RPL18
ASPH,RYR1
HNRNPDL,HNRNPL
AEBP2,JARID2
CEBPA,RABEP1
CBL,GRAP2
DDX54,FOCAD
MRPL22,MRPL40
LARP1B,PWP1
MAP2K2,MAP3K1
GTPBP4,NOL12
GPX4,TAGLN2
CNTF,JAK2
AP1AR,AP1M1
CBL,ERBB4
ITGA3,ITGA5
IGF2BP2,YTHDC1
CDK1,ECT2
EZH2,HOXA9
DCLRE1C,XRCC4
DDX5,MTREX
CCDC59,FARS2
AKR1C3,CBR1
GBA2,ILVBL
IFIH1,IKBKB
MRPL33,MTIF2
DDX21,MOV10
MRPL41,MRPS16
NOC3L,RRP8
BUB3,IMPA2
ING2,UBE2I
ANKRD46,MGRN1
MRPL1,MRPL21
GINM1,PLEKHA5
AAR2,SNRNP200
MAPRE3,MAPT
API5,EMD
NDUFA7,NDUFA9
MRPS11,MRPS24
EXOG,FAM174A
CCDC51,JUP
CDK9,GTF2F1
GGA1,RABGEF1
MRPL9,MRPS18C
GDI2,YWHAE
CENPH,CENPQ
MRPL27,RPS5
CARHSP1,GLOD4
ANAPC15,BUB1B
EXOC6,EXOC7
AKT1S1,MLST8
MRPS26,NOC3L
APOOL,IMMT
INF2,SYNPO
BBS12,MKKS
CCNA2,KIF20A
EP300,FOXA1
ECHS1,GAMT
ARIH1,EIF4A2
EXOC7,KIF14
IFRD2,RPS12
MYOG,TCF3
MAD2L1,MAD2L2
FAH,MACROD1
MRPL24,MRPL32
CBR1,DHFR2
MTA2,ZMYM2
AKT1S1,RB1CC1
CCDC59,REXO4
NBAS,STX18
NACA2,RPS3A
MTREX,SF1
BTF3,RPL3L
MRPL27,RPL4
BAZ1A,MBD2
BDP1,GTF3A
COX7A2,NDUFA4
MRPL46,MRPS27
DERL1,VCP
HDAC1,NKX3-1
GANAB,MLEC
DDX39A,THOC7
CORO1C,MPRIP
MED16,NCOA1
CIAO2B,MMS19
ISG15,OASL
EEFSEC,FAU
INTS6,POLR2B
CALML4,MIP
CCNA2,USP37
DUSP14,LRRC15
LSM4,LSM7
FAU,SLC25A6
CCDC124,RPL24
BDKRB2,IRX1
BTF3,SRP14
EGFR,IGF1
NAP1L1,USP10
NAP1L4,RPS9
CYP1A1,GSTM3
IL13RA1,STAT6
MTA2,TAF12
LPCAT2,PLA2G7
ALDOA,LDHA
CBL,KIT
ING1,ING2
MLH1,NBN
ALDH4A1,PRODH
ARMC5,DXO
MSH6,RBMXL1
CRNKL1,IGF2BP3
CASP6,PSEN1
CIRBP,SRSF3
COX4I1,COX6A1
DDX21,LARP1B
HDAC7,NR2E1
BARD1,MLH1
CD38,NAMPT
LACTB2,PGM3
ADH5,LDHAL6B
GTF3C3,POLR3D
DHX29,NIP7
FTSJ3,KNOP1
ESR1,SUMO1
BYSL,NAP1L4
LSM4,TXNL4A
MRPL14,MRPL44
AKT2,PCBP1
HDAC5,PRKCD
C12orf43,ZNF22
MAPK11,NCF4
CEP95,HDAC5
NAP1L1,RPL26L1
MRE11,TOP3A
IQGAP1,THRA
MRPL24,RPS11
ATP6AP2,ATP6V1B2
BAIAP2L1,NUBP1
MRPL13,RPS25
EGFR,IGF1R
DNMT3A,MEIS1
MTIF2,RASAL2
DNMT1,HDAC1
KLF15,NR3C1
MYH3,MYL4
CCDC85C,CSRNP1
MRPL27,SLC25A10
MRPL24,RPL21
ACTN4,MYO19
CBX4,KDM5B
FADD,PEA15
CARM1,GTF2A2
NCBP1,U2AF1L5
ATP6V1B2,ATP6V1G1
MRPL27,MRPS24
BUD13,NOL10
BUD13,DDX23
ETF1,TRMT112
H4C15,MSL1
CHMP4A,TSG101
MRPL40,MRPL53
FOXO3,SIRT3
NUP43,NXF1
GATAD2A,KPNA3
MAP3K5,MAPK8
FH,SDHC
KANSL1,KANSL3
BCOR,PCGF2
NRBF2,RB1CC1
BHMT2,MTR
AREG,DMTF1
CARM1,MEF2A
FAU,GAGE12C
LPL,MGLL
CBL,FGFR3
BCL10,IKBKG
CALR,RPL26L1
FCGRT,MR1
APC,ZRANB1
EPOR,JAK2
MOV10,RNPS1
GTF2B,MED26
GFOD1,RALGAPA1
CNOT4,CNOT7
DNM1L,FADD
HDAC1,SMARCD2
EWSR1,TARDBP
CTCF,KNOP1
MRPL34,MRPS34
HNRNPU,HNRNPUL1
CCDC124,NKRF
GTF2I,HDAC2
FOS,JUND
CHM,RAB9A
NFKB2,PPP6R1
FCGR2A,IGHG3
DCLRE1C,TRIM26
EEF1G,NAP1L1
GEMIN8,SNRPF
EWSR1,NUDT21
MYBBP1A,RPS14
MRPL10,NGRN
FHIT,SRC
GEMIN5,ZFP36L2
MAPK11,MEF2A
HSPD1,U2AF1
KIF3B,PRKCI
IMP3,MPHOSPH10
FAU,RPS25
MTOR,RRAGC
FANCF,MLH1
FBXO38,TUBD1
FANCA,FANCG
MAPK1,MYO9B
NOLC1,PRR11
ATP6V0A1,ATP6V1G1
MRPL12,MRPS34
MRPL46,MRPS22
ALKBH5,FTO
B4GALT4,PSMB5
GTPBP10,MALSU1
BAIAP2,WASF1
MRPL3,MRPL44
GTF2E2,GTF2F1
GLI3,ZIC1
ESR2,TGFA
EARS2,FAU
MRPL21,PTCD1
BRF1,POLR3A
ACOX1,RNF25
CD47,PTPN6
IFT46,IFT81
NR4A1,RARA
BYSL,TSR1
CCDC86,NIFK
C12orf43,DDX27
COLGALT1,COLGALT2
DDX55,NIP7
ASL,SRA1
MRPL12,MRPL13
GZF1,STAU1
MKS1,TCTN3
CMC1,SURF1
CPS1,IARS2
DDX54,NOL6
MOV10,PPIE
CDKN1A,ESR1
MRPL23,MRPS10
CHMP1A,CHMP4C
HNRNPC,NACA2
IRAK1,PELI1
CYP51A1,HMGCS1
ANKRD17,MAGEB4
NAP1L1,RPL7A
IGF2BP3,RPL26
FYTTD1,PURA
MRPL9,MRPS11
MYBBP1A,NOL12
CCDC59,GNL3
NACA2,RPS23
EIF4H,HNRNPA2B1
CDCA8,CENPE
CDK8,INPP5K
GLI1,ULK3
HMGCS1,SREBF2
C20orf27,PPP1CB
GIP,GIPR
IFT57,IFT88
NACA2,RPLP1
ERCC2,GTF2B
FYTTD1,RRP15
ADH5,CFL2
BAZ1B,NOL6
ARHGAP39,LRP8
CDC23,CDK1
NDUFA9,NDUFB5
NCAPD3,NCAPG2
CCDC86,STAU2
GPAA1,MYC
C8orf33,MOV10
ARCN1,COPZ2
HOXC11,S100B
MED20,NCOA1
MRPL19,MRPS9
NOL6,RPS16
MRPS16,MRPS9
CDK1,GADD45G
MRPL24,MRPL58
CDC73,IPO7
KNOP1,RRP1B
IFRD2,RPLP2
HDAC3,SMARCA4
FYTTD1,SERBP1
NCBP1,PUF60
FTSJ3,GZF1
LLGL2,PARD6B
DDX47,NAP1L1
MRPS18A,MRPS35
AP2A1,HLA-DPA1
HADHA,SRPK1
NCBP1,SRSF11
MRPS17,MRPS9
DEGS2,KDSR
CCNT1,HEXIM1
NOLC1,RPL36AL
CCDC124,RPS16
CANX,CCDC124
CDK2,ESR1
KNOP1,PES1
CALR,P4HB
MOV10,YTHDC2
COA1,COX15
IQGAP1,MYO5C
CHMP1A,TFG
ADCY9,AREG
IQGAP1,NMI
AP3S2,BLOC1S4
MTHFD1L,RPF2
BOP1,BUD13
MRPL48,MRPS6
MRPL18,MRPL46
BUD13,CDC40
BLM,TBPL1
EBNA1BP2,GZF1
COMMD4,COMMD9
JAK1,STAT6
MAN1A2,ZDHHC8
ASPM,DLGAP5
HDAC2,ZNF318
BYSL,RIOX2
CD81,CD82
NOLC1,RPL10
MTHFD1L,TUFM
FZD3,WNT7B
IGF1,TGFB1
ABAT,HIBCH
ARL13B,GADL1
LARP1B,PABPC4
ATP5MC2,ATP5PD
MMS19,SLC25A5
BTF3,USP10
DHX33,MAVS
DDX55,NGDN
HSPB11,IFT52
CIRBP,PPWD1
JAK2,STAP2
NOLC1,TTC37
CWC22,MTREX
CDK6,CDKN2C
IFNAR2,IFNG
MEF2D,NFATC2
ERCC8,UVSSA
IGF2BP3,SF3A3
CUL4A,DDB1
GDI1,RAB7A
CCAR1,RBM5
ABCC4,CD58
CEBPB,SLC5A8
GAPDH,GPI
KALRN,RAC1
KDM4A,MRE11
MYBBP1A,RPL30
FZD3,SCRIB
CD2,ICAM1
KNOP1,NOP16
LPL,PCSK6
CCDC59,SRRM1
LACTB,MRPS10
AKT3,NOS3
IGF2BP3,RPS9
GCN1,MTOR
KDM1A,ZEB1
GPD1L,PCBD1
MAX,MXD3
DHX57,NSD2
NOLC1,RPL22L1
MOV10,PAXBP1
ACADVL,HADHB
GNB2,GNB4
ARID1B,ARID2
FOXO3,SOD2
KIF14,RAC1
CUL3,GLI3
ELOVL2,GOLM1
BMS1,HP1BP3
MAPT,PRKAG1
COX4I1,NDUFB7
CDK1,FANCG
AIM2,NLRP2
NOLC1,RPS10
BTF3,RPL26L1
LARP1B,MRPS22
ATP6V1B2,CNST
DIMT1,FAU
FYTTD1,ZNF622
KRAS,LYPLA1
BARD1,MRE11
IL27RA,TYK2
MRPL4,PDCD11
BDP1,BRF2
GTF2I,NFKB1
H3C6,KAT2B
CHMP4A,CHMP6
DAPK1,MCM3
DERL1,RPN2
MRPL11,MRPL34
EPHX1,SLC27A3
EPOR,PLCG2
FBXO4,SKP1
CIRBP,THOC5
DDX54,ZNF770
GAPDH,PGAM1
COPZ2,GBF1
NOL12,SPTY2D1
MRPL13,RPS3
EIF4G2,ISG15
EXOSC8,NIP7
ALG3,ALG6
HTT,TAF4
NR2F1,RXRA
MRPL44,MRPS26
EWSR1,ILF2
DCLRE1C,RAD50
KNOP1,RTCB
IBA57,ISCA1
MRPL10,MRPL20
NSMCE4A,SMC5
DCLRE1C,XRCC5
MAGED1,UBXN1
C12orf43,LARP1
KANSL1,MSL3
CWC27,MTREX
CCDC59,WDR12
CCNT2,NELFE
MRPS9,RPL11
COBL,PLEKHG3
MRPL46,MRPL54
NOLC1,RACK1
LARP1B,ZC3H8
AFF1,CCNT2
NIP7,ZNF22
DDX5,IGF2BP3
ATP2A3,SLC27A3
CDC45,EXO1
C12orf4,GATD1
HNRNPA2B1,HNRNPF
ITCH,UBE2L3
ACADSB,RASA1
DAP3,MRPS34
EEF1G,MTHFD1L
GATA3,PPARG
HNRNPA2B1,PPIL3
ARHGAP21,CORO1B
BUD13,ZCCHC3
LARP7,MPHOSPH10
CUL1,FBXO44
NAP1L1,RPL26
CCT5,MKKS
AR,NR3C1
DAP3,MRPL13
FAM83G,YWHAH
NCL,NOL6
COMMD4,VPS29
HRAS,MAP2K2
MRPL32,MRPS18B
FOXA1,TLE3
DDX55,MRTO4
COX4I1,NDUFS4
ARGLU1,IPO7
MYBPC2,MYL4
IFRD2,NCL
ILF3,NAP1L1
IPO7,U2AF2
CDK1,NUP210
MYBBP1A,RPS8
FAU,RPS3
BCAS3,BNIP3L
HDAC5,ODF2
ANXA7,C11orf54
LDB1,LHX4
NACA2,RPL13A
BCL7A,SMARCC2
HCFC1,SETD1A
CTCF,MOV10
EME1,MUS81
ATN1,BOD1
FAF2,SARAF
IKBKB,TICAM1
FTSJ3,LARP1B
BTF3,RPL7A
ITGA2B,VTN
BUD13,RBM22
NOLC1,RRP15
IGF1,PLG
ARHGEF18,ENAH
BTBD1,CUL4A
ITCH,UBB
IL12B,JAK1
AR,EZH2
ACVR2B,LAPTM4A
ANAPC15,GNPTAB
CCDC124,EIF1AX
NEDD4L,PRKACA
GAPDH,PGK1
BUB3,CDC27
NOL12,RPL13A
BYSL,NOP14
HNRNPL,THRA
ARAP1,TTC28
MPG,RPL23A
CYB5B,CYB5R1
MRPL40,MRPS31
CBX3,KDM1A
DGAT1,MOGAT2
CLSTN1,KLC2
HEXIM1,MEPCE
ARPC4,CORO1B
CISD1,MTPAP
CALR,SLC25A5
NOLC1,SERBP1
AKIRIN2,PRSS3
MBD1,SUMO1
DVL1,FZD2
DHX9,LSM4
MAK16,PPAN
MCRIP2,SEC14L1
MRPL21,MRPS18A
NDUFB2,NDUFV3
GATA3,H3C12
FGF2,FGFR3
BLVRB,RAC1
BRAF,YWHAE
ALDH9A1,PMVK
NOL6,ZNF629
ALG12,ALG3
EPAS1,IKBKG
GNB4,GNG12
NAP1L1,RPS9
MAK16,MYBBP1A
ADSL,BPNT1
HSPH1,SGTA
F11R,TJP1
NCBP1,SNRNP200
ATP6V0E1,ATP6V1A
MRPL23,MRPS24
EHD1,SNAP29
EMD,HDAC1
EXO1,RAD51
ACOX1,ACSS1
CCDC124,ZNF629
KNOP1,RBM34
ITGA5,TGM2
NUDT22,WDR45
BCL6,MTA3
BABAM1,SHMT2
ACAA1,ACOX3
DDX23,MSH6
DDX54,RSL1D1
AKT1S1,RPS6KB1
FYTTD1,NOL10
LSM4,SRSF5
NUP188,NUP43
ATP6V0D1,PRKAA1
HK1,VDAC1
ATP6V0D1,ATP6V0D2
ACAD9,NDUFAF3
KNOP1,LARP7
GTF2I,NFKBIB
MRPL44,MRPS25
NOL6,ZNF22
GLI2,HHIP
HSD17B7,MSMO1
CENPP,CENPT
ATP6V0B,ATP6V0D1
DOCK1,FCGR2A
NOLC1,RPL37A
ATRIP,FANCI
GEMIN7,SNRPF
MRPL38,MRPS18A
KNOP1,RRP12
CKB,TPM4
GATA1,GP6
EXOSC10,FBL
GLI3,PTCH1
CHAC2,FSD1
CELF2,LYST
IFNG,LPL
APC,CSNK1E
COPS2,CUL4A
BMS1,PPAN
AP1AR,AP1M2
GTF2F1,TAF5
CENPF,FNTB
NOLC1,ZNF622
FOXRED2,IL17RA
BYSL,RPS8
NOLC1,RPS19
MTPN,NUDT21
ABLIM1,COBL
BUD13,DDX5
C20orf27,PPP1R3B
KEAP1,RBX1
HRAS,KIT
CCNA2,CDCA8
FBXO7,PSMB8
CIRBP,WBP11
AP1B1,HLA-DPA1
ESR1,MAPK14
AHRR,ARNT
MED14,NCOA1
ADD1,ANK1
FBXO44,RBX1
ACTL6A,BAZ1B
GON7,LAGE3
DNAJB1,FKBP4
CCDC186,MAGEB1
BAIAP2,ENAH
ACAD8,MED4
FAM83A,PKP3
BRIX1,FYTTD1
CARM1,NCOA1
COBL,LRRFIP1
BRCA2,HMG20B
LEF1,MYC
HDAC3,WDR5
NACA2,SND1
KNOP1,LIN28B
ABRAXAS1,BRCA1
GLS,HPCA
ARHGEF25,GNAQ
CDC42SE2,ENSA
JUNB,MAPK14
COX6A1,COX7A2L
ABRAXAS1,BABAM1
MRPL15,MRPS18C
ATRX,H3C12
LACTB,MRPS24
GLB1,LCT
CCDC71,NPAT
ITCH,POLR2A
NAP1L4,RPS7
MRPL37,MRPL50
AKR1A1,MPST
CDC6,CDK1
CUL4A,CUL4B
ETF1,RPS3
ELOVL2,TMEM143
H3C12,ING2
FH,ME1
HSP90AB1,IKBKB
AAK1,AP2A1
ANGPT1,DOK2
CCDC93,VPS35L
BMS1,SPOUT1
GGA1,TNRC6C
MPHOSPH10,TTF1
BYSL,RPL10
CBFA2T3,LDB1
CBX4,CDYL
MYD88,TIRAP
CENPO,CUL4A
LARP1B,UTP14A
LCP2,TEC
MAP2K1,MAP3K8
MAVS,TOMM70
ESR1,YWHAB
DHX36,MYD88
LTF,SEMG1
DHFR2,MTHFD1L
FYTTD1,RPL7L1
DRAP1,GTF2B
ESR1,TFF1
BYSL,TTC37
BTF3,RPL26
CCNE1,CDK2
HDGF,HNRNPL
CSNK2A1,MYCN
BAG6,FAF2
DDX54,ZNF771
ALDH18A1,GLS
NLK,TCF7
ENO2,PCK1
CBL,WIPF3
CKB,HNRNPL
BRCA2,FANCI
ALDH9A1,ENSA
DMAP1,JAZF1
H3C13,NSD2
CD9,ITGA3
MRPL50,MRPS9
MSH6,RAD50
LUC7L3,MOV10
AURKB,WWC1
GALNS,IL17RA
EPHX1,HPGDS
MSH6,XRCC5
ELK4,INSIG2
GATA3,IL4
KAT2B,TAF5L
AKT2,PHLPP2
MTOR,TTI1
CCDC57,CEP250
IGF2BP3,MRTO4
CYP51A1,HSD17B7
NDUFA9,TIMMDC1
BTAF1,KIF14
API5,HNRNPK
CASP8,TP53
MAP3K7,ZZZ3
LSM4,TFIP11
FYTTD1,GAR1
CDX2,LCT
CBL,CRK
NOL6,RPL10A
KDM1A,SMARCC2
GTF3C1,GTF3C3
CUL4B,DCAF17
GSC,RRP15
CWC22,IGF2BP3
APEX1,PCNA
ERCC5,RPA1
NUP43,TMEM209
IFRD2,RPL36
IRF7,TRAF3
NSD2,ZCCHC9
C12orf43,SRP68
BUD13,BUD31
CDKN2A,DNMT3A
NOL12,RSL24D1
HIPK2,MECP2
CARM1,EP300
GZF1,UTP18
KAT2B,SIRT2
CDON,MAP3K7
CCNE1,CUL1
AR,NCOA2
DNMT1,ESR1
CAB39,NEDD8
MRPL21,MRPL48
GLI3,SPOPL
IMP3,NOL6
AMPH,MAPT
KNOP1,ZC3H10
FAU,GAGE12G
DDX31,GZF1
ATRIP,PNKD
ATP6V0C,ATP6V0E1
F2R,SDC4
HES1,KAT2B
BAD,CASP3
CBFB,MAPK1
ANKRD6,DVL1
BYSL,RACK1
ACAA1,TYSND1
BRD1,ING4
BCL7A,BCL7B
BAZ1B,EIF3B
ETF1,FAU
CELF2,FSCN1
LRP5,WNT8A
MRPL2,MRPL44
CDYL,HDAC2
FADD,TLR3
CYB5A,CYB5R2
BCL2L13,GABARAPL2
EXOSC10,MTREX
BUD13,SNRPD2
ITGA1,LGALS8
BTF3,RPS9
MRPL37,MRPL53
NSD2,SDAD1
BMS1,PWP1
BUD13,ISY1
BRWD1,H3C12
NFIL3,PER2
ATP5MC1,ATP6V0D1
MPG,SLC25A6
ECHS1,MCCC1
MRPL10,MRPS2
CCDC86,NOC4L
ACSL1,CPT1A
NOLC1,RPL12
F2R,GNA15
HIF1A,XBP1
CCDC86,HERC5
ATP6V0A2,TCIRG1
NOL6,RPL6
MRPS6,MRTO4
DOLK,KCNA6
MRPL21,MRPS5
ARID4B,HDAC1
MSH2,SLX4
CDCA7L,MYC
IFT81,TRAF3IP1
CDCA3,CTDSPL
BLOC1S6,SNAPIN
DUSP9,MAPK1
MRPL13,MRPS16
MTMR6,MTMR9
IKBKB,MAP3K3
CCDC59,GTPBP4
CCND1,CHUK
ANAPC10,ANAPC2
AFMID,IDO2
ACER3,CERS2
MRPL27,RPS3
FBXO6,NUDT9
DERL1,DERL3
IGF2BP1,NAP1L1
BTBD10,BUB3
GSR,HPGDS
NKRF,NOC3L
ATP6V1A,LAMTOR2
EBP,HSD17B7
CTLA4,JAK2
GTF2F1,RNGTT
BAZ1B,RPL5
BCL6,ZBTB17
HDAC2,ZNF219
BCL10,MAP3K7
MRPL15,MRPL41
KLHL12,SEC13
HDAC1,PHF21A
ACTR3B,HCLS1
CASC3,MKRN1
ASF1B,IPO4
BCR,FES
NDUFA9,NDUFC2
FOXF2,SDF4
ATRX,TP53
DPY19L4,SLC41A3
CCDC124,EEF1A1
ASCL1,HES1
IL17RA,IL17RD
MRPS22,MRPS34
FYTTD1,ZCCHC3
MRPL4,TRUB2
GATA4,HIPK1
DDX55,LYAR
ITCH,RPS27A
BAZ1A,SMARCA1
CARM1,JUN
MRPL40,MRPS7
CAMK2B,IFNGR1
LIG3,PCNA
APPBP2,BTBD1
MRPL13,MRPL14
LCP2,SKAP1
MRPL4,RPS18
CIRBP,PRPF8
MRPL15,MRPS11
BUD13,TSR1
FHIT,MMP14
HNRNPA2B1,SNRPB
HDAC3,TRIM28
KNOP1,MPHOSPH10
NOL6,RPS15A
IRAK1,TAB3
CHML,DENND1A
HADHA,RPS17
NOC3L,YBX3
ATP6V0A2,ATP6V1D
BCLAF1,MSH6
JAK2,PIK3CG
IFNAR1,JAK1
CBFB,PRMT1
GART,MYBBP1A
AP2A1,AP3D1
IL26,JAK1
MTOR,TUBB4A
GTF2F1,TAF7
CBL,PTK2B
CCDC124,RPS15A
MTHFD1L,RPS4X
CASP8,FAS
MYBBP1A,ZCCHC9
KDM1A,ZNF516
FARS2,FARSB
AAAS,UBE2I
ACAA1,ACADL
DDX18,DDX54
FOXP3,TNFRSF18
FOXJ2,POU2F1
ARNTL2,CLOCK
EXOSC10,RCL1
DDX54,RRP8
NAP1L4,NOLC1
CDC37,FKBP5
MRPL22,MRPS18A
EXOC6,RAB11A
H4C13,IPO4
ARL13B,PARK7
NUBP1,PSMD14
FCGR2A,FYN
MPG,RPS25
IGF2BP3,RPS7
EXO1,KAT5
NSD2,ZNF768
BRD9,SMARCA2
GMPS,GUK1
ESR1,MECP2
FBXO9,RALGAPA1
MRPL20,MRPL44
MPHOSPH10,RPL17
CARD11,IKBKB
GNL3,IGF2BP3
ESCO2,WAPL
ARHGEF6,PAK3
NCAPD2,PARP1
BCL6,HDAC1
IKBKB,PPP2CB
BYSL,RPL37A
GSR,TIA1
DNMT3A,H3-5
MRPL27,RPL9
HCFC1,SP1
GDI1,RAB39B
FAM162A,HIF1A
AKAP1,PRKX
GAB2,LAT2
N6AMT1,TRMT112
CALR,RPS27L
BECN1,GABARAPL1
LLPH,NIP7
CENPT,SPC24
ACAA2,HMGCS1
MSH6,TP53
AKIRIN2,PSMA3
MRPL17,MRPL53
DDX31,LARP1B
BYSL,ZNF622
ARFRP1,NAA38
MRPL11,RPUSD3
GBF1,GEMIN4
MTMR9,THAP9
MYO19,PPP1CB
BYSL,RPS19
ITCH,NUMB
NACA2,NSUN2
BUD13,DDX55
CBFB,PRMT5
CS,FUCA2
MYH10,PPP1CB
IPPK,PPIP5K1
DHX37,UTP11
MT-ND4L,NDUFB1
NAP1L1,NAT10
MED6,NCOA1
DLD,FH
ADA2,GSS
NOL6,NPM3
HMGCR,SREBF2
LSM4,SNW1
LIG3,NEIL1
ITGA2B,SHC1
H3-3A,MAPK9
LAMP1,NPRL2
LHX1,LMO4
DENND1A,HIP1R
FAU,SMKR1
LARP7,NOL6
HBA1,HOXB6
IGF2BP3,SRSF1
MAP2K2,WDR83
DYNC1I2,IFT88
CCAR2,ZNF326
MRPL19,MRPL50
IGF1R,SHC1
CCDC124,NPM3
CENPH,ITGB3BP
CDK1,EEF1D
AKAP11,AKAP5
NAP1L4,RPL3L
AURKB,SKA1
FAU,PRAMEF13
CCDC97,SNRNP40
BMP4,BMPR2
MAK16,POP1
LARP1B,RRS1
NDUFB1,NDUFC1
MRPL24,RPL30
CROCC,LRRC45
CCDC105,MRPL32
ARHGEF6,PAK1
CSNK1A1,CTPS2
HNRNPL,LSM8
MITD1,TMEM199
MAF1,RRAGC
ISG15,RPA2
EMC4,EMC9
CHUK,MAP3K7
NAP1L4,SRP14
ARF1,CYTH2
FOS,UBE2I
ATP6V0D1,LAMTOR5
ELL2,SUPT5H
GLYCTK,GRHPR
APLP2,CDK1
HDAC2,PRDM4
IPO7,RANBP2
BUD13,NOL12
CLTCL1,DENND1A
AMFR,UBAC2
FSCN1,PITPNA
AURKB,MYBBP1A
DIS3,EXOSC1
ACAT1,HADHA
MAK16,PABPC4
NFKB2,RPL30
BASP1,COBL
GDF5,ID1
IL4,LEF1
CIRBP,LUC7L3
GPX3,GSR
CCND3,CCNE2
IFNA16,IFNAR1
MAP3K7,NFKB1
ESR1,MED17
BYSL,GRWD1
CCDC183,CEBPA
DDX54,NSA2
CDKN1A,ESR2
MRPL3,MRPL40
DGKE,SLC27A3
CCDC59,YTHDC2
FNIP1,HSP90AA1
ABCC4,KIAA0319L
IL2,NAB2
DDX55,ESF1
HDAC1,MBD2
EBNA1BP2,NSD2
IGF2BP1,MTHFD1L
LARP1B,RSBN1L
IL27RA,STAT3
HEATR1,UTP3
CRBN,CUL4A
APC,AXIN1
GAB2,LYN
EP300,GTF2B
FOS,SRF
CALR,RPL14
AP3M2,GRIA1
AHR,ARNT
ANAPC10,UBE2C
C12orf43,CCDC59
ABCC4,PODXL
ING2,SINHCAF
DNAJC7,HIKESHI
FAU,RPL9P7
NSD2,ZNF689
ATP6AP2,ATP6V0E1
ILF2,NAP1L1
